title                    	CLASS	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
lcl|U00096.3_cds_AAC74282	HOST	0.3413	0.2778	0.3166	0.3003	0.318	0.191	0.522	47.89	0.459	0.503	460	472	-0.017373	0.04661
lcl|U00096.3_cds_AAC74283	HOST	0.1579	0.269	0.3272	0.4333	0.179	0.077	0.44	56.51	0.581	0.55	191	202	0.107921	0.069307
lcl|U00096.3_cds_AAC74284	HOST	0.3176	0.3649	0.2537	0.2902	0.339	0.224	0.548	48.62	0.528	0.532	345	356	-0.113202	0.061798
lcl|U00096.3_cds_AAC74285	HOST	0.1806	0.3353	0.2953	0.3796	0.135	-0.021	0.38	54.09	0.594	0.53	561	604	-0.053974	0.07947
lcl|U00096.3_cds_AAC74286	HOST	0.3594	0.3772	0.2276	0.2252	0.265	0.128	0.509	52.61	0.5	0.498	926	955	-0.260524	0.071204
lcl|U00096.3_cds_AAC74287	HOST	0.1486	0.2717	0.2852	0.4945	0.172	-0.017	0.396	50.66	0.631	0.521	331	350	-0.368571	0.08
lcl|U00096.3_cds_AAC74288	HOST	0.3775	0.2781	0.2913	0.2458	0.165	0.05	0.448	46.92	0.43	0.54	165	174	-0.824138	0.114943
lcl|U00096.3_cds_AAC74289	HOST	0.3377	0.3766	0.1875	0.2951	0.292	0.197	0.518	51.58	0.553	0.536	85	92	-0.001087	0.108696
lcl|U00096.3_cds_AAC74290	HOST	0.1834	0.3275	0.2717	0.4124	0.154	0.077	0.431	53.01	0.617	0.559	480	533	0.239587	0.135084
lcl|U00096.3_cds_AAC74291	HOST	0.1293	0.2852	0.2869	0.469	0.146	0.008	0.389	48.69	0.64	0.536	283	301	0.52392	0.079734
lcl|U00096.3_cds_AAC74292	HOST	0.3609	0.3	0.2714	0.2513	0.189	0.101	0.488	57.2	0.461	0.556	254	264	-0.631061	0.079545
lcl|U00096.3_cds_AAC74293	HOST	0.2976	0.256	0.44	0.2177	0.167	-0.03	0.408	57.26	0.393	0.534	191	198	-0.791414	0.09596
lcl|U00096.3_cds_AAC74294	HOST	0.1331	0.3432	0.2803	0.441	0.144	0.06	0.439	51.6	0.646	0.555	376	403	-0.206452	0.094293
lcl|U00096.3_cds_AAC74295	HOST	0.282	0.2557	0.3906	0.2419	0.143	-0.057	0.395	58.18	0.426	0.558	324	331	-0.884592	0.099698
lcl|U00096.3_cds_AAC74296	HOST	0.3511	0.2933	0.2212	0.3819	0.3	0.189	0.52	48.03	0.528	0.552	269	277	-0.202166	0.068592
lcl|U00096.3_cds_AAC74297	HOST	0.4872	0.2479	0.2381	0.2099	0.309	0.048	0.472	54.25	0.374	0.491	123	125	0.0928	0.144
lcl|U00096.3_cds_AAC74298	HOST	0.2727	0.311	0.2316	0.4452	0.158	-0.047	0.388	54.23	0.578	0.484	232	250	-0.104	0.128
lcl|U00096.3_cds_AAC74299	HOST	0.4115	0.2566	0.3495	0.1626	0.178	0.024	0.441	51.35	0.355	0.538	256	266	-0.994361	0.082707
lcl|U00096.3_cds_AAT48126	HOST	0.375	0.3125	0.2174	0.3043	0.373	0.186	0.529	44.43	0.5	0.588	34	34	-0.497059	0.088235
lcl|U00096.3_cds_AAT48127	HOST	0.3333	0.3333	0.2174	0.3043	0.331	0.193	0.529	52.14	0.529	0.618	34	34	-0.514706	0.088235
lcl|U00096.3_cds_AAT48128	HOST	0.375	0.3125	0.2174	0.3043	0.373	0.186	0.529	44.43	0.5	0.588	34	34	-0.497059	0.088235
lcl|U00096.3_cds_AAC74300	HOST	0.2545	0.2903	0.2828	0.3728	0.158	-0.013	0.373	58.12	0.542	0.511	306	335	0.195224	0.134328
lcl|U00096.3_cds_AAC74301	HOST	0.2037	0.2778	0.3103	0.4894	0.133	0.036	0.433	38.14	0.567	0.468	67	74	-0.347297	0.040541
lcl|U00096.3_cds_AAC74302	HOST	0.2295	0.3388	0.2148	0.4493	0.158	0.085	0.449	56.54	0.626	0.566	198	218	-0.513762	0.077982
lcl|U00096.3_cds_AAC74303	HOST	0.1848	0.3152	0.3625	0.3766	0.182	0.066	0.452	53.46	0.558	0.526	104	114	-0.130702	0.096491
lcl|U00096.3_cds_AAC74304	HOST	0.2151	0.328	0.2615	0.3896	0.182	0.118	0.472	56.25	0.586	0.519	413	442	0.007692	0.074661
lcl|U00096.3_cds_AAC74305	HOST	0.3072	0.3434	0.2414	0.3395	0.377	0.263	0.556	43.24	0.546	0.519	205	216	-0.153241	0.018519
lcl|U00096.3_cds_AAC74306	HOST	0.183	0.3909	0.2542	0.3808	0.18	0.12	0.474	53.52	0.632	0.547	530	577	-0.125997	0.10052
lcl|U00096.3_cds_AAC74307	HOST	0.3058	0.3233	0.1723	0.3839	0.383	0.355	0.622	46.63	0.58	0.538	436	463	0.678402	0.136069
lcl|U00096.3_cds_AAC74308	HOST	0.2927	0.2702	0.3866	0.2439	0.161	0.042	0.438	56.45	0.432	0.57	1149	1180	-0.81483	0.077966
lcl|U00096.3_cds_AAC74309	HOST	0.185	0.3021	0.3103	0.367	0.155	-0.014	0.4	53.12	0.566	0.542	472	501	-0.183832	0.061876
lcl|U00096.3_cds_AAC74310	HOST	0.2649	0.3351	0.2022	0.474	0.408	0.349	0.617	39.44	0.626	0.566	230	236	-0.258899	0.072034
lcl|U00096.3_cds_AAC74311	HOST	0.465	0.2	0.2426	0.2275	0.219	0.069	0.443	50.55	0.368	0.569	212	219	-0.347489	0.082192
lcl|U00096.3_cds_AAC74313	HOST	0.0417	0.2917	0.2222	0.5556	0.133	0	0.414	44.19	0.759	0.667	29	29	-1.062069	0.034483
lcl|U00096.3_cds_AAC74314	HOST	0.1765	0.3258	0.2935	0.4205	0.141	-0.024	0.381	59.98	0.598	0.487	244	266	0.480451	0.109023
lcl|U00096.3_cds_AAC74315	HOST	0.2683	0.2683	0.36	0.3297	0.144	-0.03	0.379	59.59	0.477	0.482	132	141	0.06383	0.12766
lcl|U00096.3_cds_AAC74316	HOST	0.3665	0.2908	0.2938	0.2849	0.186	0.006	0.44	61	0.458	0.519	275	285	-0.574035	0.115789
lcl|U00096.3_cds_AAC74317	HOST	0.2433	0.3536	0.2254	0.4624	0.177	0.084	0.454	55	0.615	0.498	291	318	0.006289	0.166667
lcl|U00096.3_cds_AAC74318	HOST	0.4093	0.2785	0.3282	0.1803	0.182	-0.031	0.419	59.94	0.381	0.503	260	266	-0.759398	0.093985
lcl|U00096.3_cds_AAC74319	HOST	0.1089	0.3267	0.3271	0.466	0.173	-0.017	0.386	51.01	0.638	0.478	127	131	-0.08626	0.038168
lcl|U00096.3_cds_AAC74320	HOST	0.3497	0.227	0.3813	0.2437	0.145	-0.053	0.386	55.45	0.375	0.447	176	185	0.030811	0.12973
lcl|U00096.3_cds_1220_[ge	HOST	0.2927	0.3252	0.213	0.3807	0.266	0.187	0.511	54.02	0.574	0.554	284	299	-0.301672	0.070234
lcl|U00096.3_cds_AAC74323	HOST	0.3426	0.3509	0.3514	0.1644	0.186	0.087	0.472	52.83	0.433	0.531	803	824	-0.929733	0.09466
lcl|U00096.3_cds_AAC74324	HOST	0.2556	0.2167	0.3987	0.3219	0.158	-0.002	0.394	56.04	0.446	0.485	193	206	0.086893	0.160194
lcl|U00096.3_cds_AAC74325	HOST	0.3588	0.3426	0.2814	0.2815	0.41	0.313	0.602	47.26	0.487	0.478	520	543	-0.436464	0.097606
lcl|U00096.3_cds_AAC74326	HOST	0.2629	0.243	0.3416	0.369	0.139	-0.039	0.351	55.14	0.491	0.473	265	287	0.373171	0.135889
lcl|U00096.3_cds_AAC74327	HOST	0.2552	0.2762	0.2537	0.3886	0.157	-0.01	0.395	55.25	0.557	0.542	253	284	0.178169	0.137324
lcl|U00096.3_cds_AAT48129	HOST	0.3922	0.2898	0.3108	0.2009	0.198	0.038	0.459	53.74	0.41	0.542	305	313	-0.599361	0.079872
lcl|U00096.3_cds_AAC74329	HOST	0.3857	0.2607	0.3138	0.2217	0.177	-0.029	0.407	60.3	0.404	0.535	307	313	-0.634824	0.063898
lcl|U00096.3_cds_AAC74330	HOST	0.3933	0.1573	0.4872	0.1447	0.122	-0.052	0.398	39.22	0.255	0.488	98	101	-0.766337	0.09901
lcl|U00096.3_cds_AAC74331	HOST	0.4019	0.244	0.2844	0.2632	0.185	0.018	0.433	52.49	0.416	0.534	450	461	-0.655098	0.097614
lcl|U00096.3_cds_ABP93442	HOST	0.2857	0.3333	0.2045	0.4359	0.172	0.183	0.519	45.26	0.596	0.515	52	57	-1.14386	0.070175
lcl|U00096.3_cds_AAC74332	HOST	0.3785	0.2901	0.2993	0.2652	0.218	-0.033	0.39	53.05	0.434	0.424	403	417	0.427578	0.098321
lcl|U00096.3_cds_AAC74333	HOST	0.321	0.358	0.2817	0.1642	0.194	0.136	0.5	53.71	0.465	0.515	86	88	-0.3125	0.113636
lcl|U00096.3_cds_AAC74334	HOST	0.3189	0.2108	0.2775	0.3889	0.305	0.117	0.464	47.74	0.498	0.547	233	239	-0.475314	0.041841
lcl|U00096.3_cds_AAC74335	HOST	0.3704	0.3056	0.2771	0.25	0.178	-0.019	0.414	54.61	0.457	0.512	116	121	-0.607438	0.115702
lcl|U00096.3_cds_AAC74336	HOST	0.5503	0.2215	0.2667	0.1379	0.249	0.083	0.46	43.24	0.301	0.486	163	168	-0.003571	0.095238
lcl|U00096.3_cds_AAC74337	HOST	0.2884	0.2605	0.2266	0.3889	0.237	0.137	0.466	53.87	0.538	0.495	234	247	1.068016	0.072874
lcl|U00096.3_cds_AAC74338	HOST	0.2378	0.2378	0.2945	0.4336	0.17	0.014	0.394	52.8	0.537	0.513	188	204	0.283824	0.098039
lcl|U00096.3_cds_AAC74339	HOST	0.2295	0.2787	0.4	0.3578	0.196	0.098	0.45	60.7	0.49	0.416	149	161	-0.006832	0.111801
lcl|U00096.3_cds_AAC74340	HOST	0.1545	0.2818	0.3932	0.4404	0.126	-0.071	0.352	55.44	0.556	0.444	142	156	-0.813461	0.076923
lcl|U00096.3_cds_AAC74341	HOST	0.05	0.3	0.3488	0.4359	0.085	0.012	0.413	52.71	0.63	0.599	46	49	-1.602041	0.122449
lcl|U00096.3_cds_AAC74342	HOST	0.3509	0.3421	0.3211	0.1514	0.183	0.099	0.478	52.95	0.429	0.555	247	253	-0.758893	0.075099
lcl|U00096.3_cds_AAC74343	HOST	0.3091	0.3912	0.2026	0.3428	0.409	0.367	0.635	44.25	0.58	0.547	381	397	-0.190932	0.065491
lcl|U00096.3_cds_AAC74344	HOST	0.2098	0.297	0.2329	0.468	0.145	-0.008	0.4	52.4	0.62	0.541	400	435	-0.178851	0.098851
lcl|U00096.3_cds_AAC74345	HOST	0.3438	0.3011	0.3147	0.1943	0.195	0.078	0.471	54.3	0.43	0.586	486	502	-0.882869	0.077689
lcl|U00096.3_cds_AAC74346	HOST	0.1872	0.3649	0.2316	0.4236	0.191	0.087	0.449	53.86	0.643	0.555	468	500	0.1246	0.08
lcl|U00096.3_cds_AAC74347	HOST	0.3333	0.25	0.2	0.5	0.284	0.394	0.643	*****	0.571	0.476	14	14	-0.357143	0.142857
lcl|U00096.3_cds_AAC74348	HOST	0.1739	0.3739	0.2398	0.4179	0.19	0.151	0.494	52.05	0.646	0.551	263	282	-0.367376	0.085106
lcl|U00096.3_cds_AAC74349	HOST	0.3699	0.2428	0.3571	0.2444	0.143	-0.071	0.392	56.4	0.397	0.51	189	189	-0.762963	0.116402
lcl|U00096.3_cds_AAC74350	HOST	0.2838	0.2819	0.2719	0.3842	0.178	0.05	0.431	58.43	0.527	0.48	573	606	0.422112	0.130363
lcl|U00096.3_cds_AAC74351	HOST	0.1325	0.3632	0.2283	0.4641	0.16	-0.018	0.376	52.01	0.692	0.551	263	277	0.520938	0.068592
lcl|U00096.3_cds_AAC74352	HOST	0.1748	0.3357	0.2667	0.4508	0.155	0.062	0.433	55.92	0.628	0.52	164	186	-0.094086	0.075269
lcl|U00096.3_cds_AAC74353	HOST	0.316	0.2783	0.3371	0.2695	0.19	0.062	0.461	61	0.452	0.55	230	237	-0.728692	0.084388
lcl|U00096.3_cds_AAC74354	HOST	0.3692	0.2294	0.3904	0.2172	0.214	0.027	0.456	53.74	0.368	0.531	318	324	-0.772531	0.080247
lcl|U00096.3_cds_AAC74355	HOST	0.3636	0.2576	0.4407	0.1429	0.161	0.047	0.453	56.4	0.333	0.5	75	76	-1.211842	0.078947
lcl|U00096.3_cds_AAC74356	HOST	0.3034	0.2931	0.3785	0.2232	0.168	0.066	0.464	56.76	0.431	0.547	770	796	-0.819095	0.077889
lcl|U00096.3_cds_AAC74357	HOST	0.3559	0.2918	0.3488	0.2233	0.178	0.008	0.436	59.8	0.422	0.503	303	304	-0.690132	0.108553
lcl|U00096.3_cds_ABD18655	HOST	0.4286	0.1667	0.3171	0.2564	0.214	0.1	0.438	45.06	0.354	0.481	48	54	0.272222	0.12963
lcl|U00096.3_cds_ABD18656	HOST	0.2609	0.2609	0.5366	0.0789	0.166	-0.071	0.388	38.24	0.306	0.477	49	51	-0.352941	0.058824
lcl|U00096.3_cds_AAC74358	HOST	0.3347	0.2913	0.3259	0.2286	0.158	0.033	0.441	57.97	0.44	0.554	805	830	-0.765904	0.091566
lcl|U00096.3_cds_AAC74359	HOST	0.3665	0.2174	0.3759	0.1971	0.128	-0.009	0.402	51.78	0.356	0.532	174	181	-1.033702	0.093923
lcl|U00096.3_cds_AAC74360	HOST	0.37	0.2775	0.25	0.2948	0.237	0.094	0.49	52.08	0.469	0.515	243	248	-0.180242	0.100806
lcl|U00096.3_cds_AAC74361	HOST	0.3253	0.2771	0.2031	0.4167	0.195	0.084	0.455	61	0.545	0.521	88	94	-0.340426	0.170213
lcl|U00096.3_cds_AAC74362	HOST	0.3395	0.2253	0.371	0.2283	0.168	0.081	0.462	54.1	0.387	0.546	351	359	-0.675766	0.061281
lcl|U00096.3_cds_AAC74363	HOST	0.3645	0.3448	0.3038	0.1765	0.24	0.108	0.498	52.45	0.443	0.546	219	232	-0.371121	0.116379
lcl|U00096.3_cds_AAC74364	HOST	0.3333	0.2346	0.3067	0.3425	0.131	0.027	0.447	52.49	0.468	0.54	94	97	-1.418557	0.082474
lcl|U00096.3_cds_AAC74365	HOST	0.3167	0.3667	0.1818	0.4146	0.166	0.071	0.47	42.91	0.591	0.551	66	69	-0.85942	0.130435
lcl|U00096.3_cds_AAC74366	HOST	0.4115	0.2448	0.3889	0.2229	0.237	0.063	0.473	59.59	0.366	0.502	224	233	-1.182833	0.137339
lcl|U00096.3_cds_ABP93443	HOST	0.18	0.28	0.25	0.5128	0.112	0.107	0.444	50.72	0.63	0.488	54	56	0.103571	0.053571
lcl|U00096.3_cds_AAC74367	HOST	0.3695	0.2518	0.3499	0.2398	0.182	0.019	0.441	55.04	0.401	0.502	606	622	-0.651125	0.107717
lcl|U00096.3_cds_ACO59991	HOST	0.48	0.24	0.3913	0.2	0.259	-0.024	0.419	30.5	0.323	0.314	31	34	0.561765	0.235294
lcl|U00096.3_cds_AAC74368	HOST	0.1462	0.336	0.26	0.4428	0.184	0.07	0.444	52.32	0.65	0.54	583	625	-0.03664	0.0816
lcl|U00096.3_cds_AAC74369	HOST	0.3214	0.3182	0.3333	0.224	0.226	0.184	0.526	53.16	0.453	0.528	340	350	-0.474	0.094286
lcl|U00096.3_cds_AAC74370	HOST	0.1972	0.2347	0.2709	0.4444	0.162	-0.017	0.37	53.69	0.587	0.54	235	256	0.211719	0.097656
lcl|U00096.3_cds_AAC74371	HOST	0.2626	0.3434	0.2706	0.2877	0.145	0.046	0.423	53.43	0.529	0.506	104	112	0.465179	0.0625
lcl|U00096.3_cds_AAC74372	HOST	0.3718	0.2308	0.3583	0.2376	0.196	0.006	0.446	55.93	0.386	0.529	251	256	-0.631641	0.113281
lcl|U00096.3_cds_AAC74373	HOST	0.3457	0.2565	0.3196	0.2917	0.192	-0.012	0.42	61	0.447	0.545	295	303	-0.739604	0.089109
lcl|U00096.3_cds_AAC74374	HOST	0.412	0.2921	0.1971	0.2412	0.192	0.092	0.466	53.51	0.455	0.582	277	286	-0.452098	0.094406
lcl|U00096.3_cds_AAC74375	HOST	0.4653	0.2569	0.2069	0.25	0.222	0.055	0.443	54.22	0.413	0.534	300	306	-0.285948	0.111111
lcl|U00096.3_cds_AAC74376	HOST	0.3	0.3578	0.1956	0.3836	0.298	0.208	0.532	45.03	0.591	0.543	526	547	-0.321938	0.096892
lcl|U00096.3_cds_AAC74377	HOST	0.3226	0.2903	0.4706	0.12	0.168	0.017	0.426	45.66	0.353	0.524	68	70	-1.144286	0.071429
lcl|U00096.3_cds_AAC74378	HOST	0.4615	0.2878	0.2222	0.1743	0.23	0.14	0.492	51.24	0.4	0.551	433	443	-0.347404	0.097065
lcl|U00096.3_cds_AAC74379	HOST	0.3486	0.2341	0.3701	0.2006	0.156	-0.005	0.409	57.56	0.377	0.559	430	437	-0.723341	0.086957
lcl|U00096.3_cds_AAC74380	HOST	0.3431	0.2843	0.2488	0.371	0.242	0.173	0.502	55.07	0.514	0.524	247	254	-0.157087	0.051181
lcl|U00096.3_cds_AAC74381	HOST	0.3562	0.3014	0.2039	0.3971	0.268	0.098	0.481	53.15	0.541	0.512	181	185	-0.324865	0.048649
lcl|U00096.3_cds_AAC74382	HOST	0.165	0.2875	0.2606	0.451	0.143	0.036	0.427	48.57	0.627	0.59	440	472	-0.424364	0.074153
lcl|U00096.3_cds_AAC74383	HOST	0.314	0.2369	0.3456	0.2747	0.143	0.052	0.438	56.2	0.435	0.598	402	409	-1.001956	0.056235
lcl|U00096.3_cds_AAC74384	HOST	0.2571	0.3886	0.1595	0.4367	0.388	0.304	0.599	40.75	0.653	0.578	409	421	0.041568	0.073634
lcl|U00096.3_cds_AAC74385	HOST	0.1985	0.367	0.2511	0.4236	0.187	0.126	0.485	55.51	0.628	0.528	293	314	-0.128344	0.098726
lcl|U00096.3_cds_AAC74386	HOST	0.3278	0.25	0.4593	0.1566	0.163	0.004	0.455	44.2	0.34	0.506	209	212	-1.06934	0.066038
lcl|U00096.3_cds_AAC74387	HOST	0.2581	0.3871	0.2889	0.3171	0.249	0.202	0.53	61	0.561	0.493	66	71	0.247887	0.169014
lcl|U00096.3_cds_AAC74388	HOST	0.2323	0.3131	0.325	0.32	0.169	0.03	0.413	58.39	0.529	0.508	104	118	0.233051	0.161017
lcl|U00096.3_cds_AAC74389	HOST	0.3036	0.1607	0.2812	0.3968	0.289	0.287	0.565	45.84	0.493	0.548	69	73	-0.056164	0.068493
lcl|U00096.3_cds_AAC74390	HOST	0.3563	0.2414	0.4375	0.1519	0.165	0.006	0.424	56.42	0.333	0.527	99	100	-1.347	0.05
lcl|U00096.3_cds_AAC74391	HOST	0.4236	0.2445	0.313	0.3034	0.249	0.027	0.43	49.67	0.41	0.439	537	559	-0.299821	0.100179
lcl|U00096.3_cds_AAC74392	HOST	0.3629	0.3143	0.3945	0.1536	0.193	0.092	0.482	51.98	0.388	0.527	394	403	-1.105707	0.099256
lcl|U00096.3_cds_AAC74393	HOST	0.4864	0.2568	0.2419	0.1905	0.238	0.137	0.498	46.48	0.375	0.548	283	286	-0.276574	0.087413
lcl|U00096.3_cds_AAC74394	HOST	0.496	0.2742	0.2263	0.1784	0.251	0.1	0.476	50.68	0.378	0.541	267	273	-0.55055	0.098901
lcl|U00096.3_cds_AAC74395	HOST	0.3414	0.2552	0.3373	0.26	0.144	0.025	0.424	56.94	0.43	0.58	323	332	-1.075904	0.072289
lcl|U00096.3_cds_AAC74396	HOST	0.1737	0.3099	0.2585	0.4162	0.149	0.051	0.438	51.03	0.614	0.548	233	253	-0.158103	0.083004
lcl|U00096.3_cds_AAC74397	HOST	0.33	0.26	0.3658	0.2289	0.191	0.051	0.454	56.67	0.412	0.563	328	336	-0.778869	0.068452
lcl|U00096.3_cds_AAC74398	HOST	0.2	0.3268	0.2601	0.3981	0.173	0.086	0.457	51.54	0.602	0.547	681	731	-0.132011	0.084815
lcl|U00096.3_cds_AAC74399	HOST	0.2108	0.3189	0.2284	0.4	0.163	0.116	0.477	54.35	0.614	0.581	197	211	-0.46019	0.090047
lcl|U00096.3_cds_1303_[ge	HOST	0.39	0.2433	0.4167	0.1803	0.181	-0.018	0.428	49.23	0.346	0.512	332	339	-1.062537	0.082596
lcl|U00096.3_cds_AAC74401	HOST	0.2787	0.2213	0.2343	0.4369	0.149	0.019	0.414	51.05	0.537	0.508	268	288	0.107986	0.0625
lcl|U00096.3_cds_AAC74402	HOST	0.3598	0.3409	0.3756	0.1755	0.229	0.021	0.447	52.83	0.417	0.479	295	303	-0.375578	0.132013
lcl|U00096.3_cds_AAC74403	HOST	0.3175	0.3016	0.2018	0.429	0.272	0.174	0.509	47.89	0.572	0.545	442	465	-0.242581	0.096774
lcl|U00096.3_cds_AAC74404	HOST	0.1861	0.3613	0.2151	0.4153	0.148	0.013	0.413	52.66	0.652	0.579	310	338	-0.328994	0.085799
lcl|U00096.3_cds_AAC74405	HOST	0.3812	0.2376	0.3475	0.2283	0.199	0.055	0.462	52.97	0.387	0.537	478	486	-0.702881	0.088477
lcl|U00096.3_cds_AAC74406	HOST	0.1742	0.2727	0.2846	0.4435	0.167	-0.042	0.358	60.07	0.603	0.521	151	163	0.071779	0.092025
lcl|U00096.3_cds_AAC74407	HOST	0.1646	0.3333	0.2664	0.4265	0.15	0.113	0.452	49.65	0.629	0.561	272	304	-0.387171	0.115132
lcl|U00096.3_cds_AAC74408	HOST	0.2857	0.3399	0.2623	0.28	0.2	0.189	0.518	49.87	0.527	0.565	224	230	-0.486957	0.06087
lcl|U00096.3_cds_1312_[ge	HOST	0.4857	0.2286	0.3784	0.1875	0.284	0.01	0.422	53.5	0.311	0.413	45	46	-0.347826	0.043478
lcl|U00096.3_cds_1313_[ge	HOST	0.625	0.25	0.2727	0.125	0.212	-0.2	0.333	*****	0.278	0.381	18	21	-0.628571	0.047619
lcl|U00096.3_cds_AAC74409	HOST	0.2146	0.2403	0.3417	0.3973	0.119	-0.132	0.305	53.94	0.52	0.487	275	295	0.037288	0.054237
lcl|U00096.3_cds_AAC74410	HOST	0.3765	0.2784	0.3069	0.2586	0.186	-0.065	0.4	53.94	0.43	0.482	270	278	-0.525899	0.118705
lcl|U00096.3_cds_AAC74411	HOST	0.3263	0.3357	0.3952	0.1681	0.212	0.065	0.468	55.79	0.415	0.505	491	502	-0.688446	0.091633
lcl|U00096.3_cds_AAC74412	HOST	0.4731	0.2294	0.335	0.2396	0.197	-0.045	0.401	54.04	0.356	0.452	309	322	-0.622671	0.180124
lcl|U00096.3_cds_AAC74413	HOST	0.3442	0.2319	0.4225	0.2129	0.181	-0.052	0.396	51.41	0.364	0.558	321	329	-0.941945	0.030395
lcl|U00096.3_cds_AAC74414	HOST	0.3529	0.2059	0.1739	0.5085	0.277	0.161	0.5	44.16	0.55	0.459	80	85	0.945882	0.129412
lcl|U00096.3_cds_AAC74415	HOST	0.366	0.2377	0.4017	0.1614	0.162	-0.069	0.396	55.71	0.344	0.531	288	294	-0.993878	0.07483
lcl|U00096.3_cds_AAC74416	HOST	0.1635	0.3365	0.3434	0.3005	0.156	0.041	0.423	58.68	0.551	0.523	227	242	0.084298	0.066116
lcl|U00096.3_cds_AAC74417	HOST	0.1901	0.338	0.2683	0.4425	0.202	0.016	0.424	50.41	0.62	0.543	158	167	0.223353	0.101796
lcl|U00096.3_cds_AAC74418	HOST	0.2663	0.276	0.3097	0.3529	0.163	0.059	0.427	53.64	0.515	0.507	443	477	0.058071	0.148847
lcl|U00096.3_cds_AAC74419	HOST	0.2875	0.3415	0.3687	0.2025	0.17	0.082	0.47	55.57	0.459	0.539	447	460	-0.861522	0.1
lcl|U00096.3_cds_AAC74420	HOST	0.3029	0.319	0.3209	0.2394	0.188	0.055	0.466	52.57	0.473	0.572	395	412	-0.749029	0.106796
lcl|U00096.3_cds_AAC74421	HOST	0.2208	0.3708	0.2823	0.3632	0.172	0.046	0.437	56.98	0.585	0.513	270	285	-0.237193	0.119298
lcl|U00096.3_cds_AAC74422	HOST	0.1503	0.4314	0.2652	0.3197	0.199	0.111	0.479	48.04	0.644	0.552	163	181	-0.019337	0.088398
lcl|U00096.3_cds_AAC74423	HOST	0.2208	0.3438	0.3171	0.3538	0.183	0.095	0.464	55.15	0.555	0.487	362	395	-0.015696	0.086076
lcl|U00096.3_cds_AAC74424	HOST	0.3846	0.2711	0.2314	0.3214	0.256	0.103	0.459	48.91	0.476	0.521	307	327	-0.043425	0.067278
lcl|U00096.3_cds_AAC74425	HOST	0.3488	0.3075	0.3055	0.2399	0.212	0.048	0.467	54.79	0.452	0.539	420	427	-0.462061	0.093677
lcl|U00096.3_cds_AAC74426	HOST	0.1888	0.3373	0.3275	0.3689	0.177	0.057	0.443	52.66	0.567	0.493	282	303	-0.023102	0.089109
lcl|U00096.3_cds_AAC74427	HOST	0.3546	0.2652	0.3776	0.2884	0.202	0.03	0.449	56.78	0.422	0.445	379	383	-0.807311	0.067885
lcl|U00096.3_cds_AAC74428	HOST	0.3636	0.1636	0.3704	0.2941	0.118	-0.16	0.312	57.12	0.375	0.475	64	66	-0.615152	0.060606
lcl|U00096.3_cds_AAC74429	HOST	0.36	0.16	0.4808	0.3478	0.145	-0.13	0.328	49.98	0.358	0.368	67	67	-0.597015	0.029851
lcl|U00096.3_cds_AAC74430	HOST	0.2	0.325	0.375	0.3824	0.14	0.061	0.449	36.96	0.531	0.45	49	57	-0.612281	0.105263
lcl|U00096.3_cds_AAC74431	HOST	0.346	0.2891	0.3523	0.2455	0.169	0.033	0.451	61	0.43	0.504	237	242	-1.111983	0.095041
lcl|U00096.3_cds_AAC74432	HOST	0.2874	0.3135	0.4078	0.2074	0.156	0.038	0.451	56.4	0.431	0.518	772	791	-1.072314	0.077118
lcl|U00096.3_cds_AAC74433	HOST	0.3971	0.2794	0.4507	0.1587	0.376	0.178	0.523	45.49	0.33	0.392	88	91	-0.112088	0.043956
lcl|U00096.3_cds_ABD18659	HOST	0.3158	0.2105	0.55	0.2105	0.131	-0.088	0.36	43.75	0.32	0.386	50	51	-1.321569	0.039216
lcl|U00096.3_cds_AAC74434	HOST	0.2321	0.3036	0.3654	0.3404	0.173	0.03	0.415	61	0.508	0.43	65	69	0.294203	0.086957
lcl|U00096.3_cds_AAC74435	HOST	0.4737	0.2331	0.3551	0.2083	0.233	0.02	0.434	55.9	0.336	0.386	152	153	-0.264706	0.169935
lcl|U00096.3_cds_AAC74436	HOST	0.1579	0.5263	0.3243	0.2778	0.35	0.283	0.604	52.78	0.625	0.503	48	51	-0.652941	0.098039
lcl|U00096.3_cds_AAC74437	HOST	0.375	0.4062	0.2222	0.32	0.427	0.331	0.615	35.87	0.538	0.477	39	44	-0.163636	0.113636
lcl|U00096.3_cds_AAC74438	HOST	0.3333	0.3333	0.3905	0.1753	0.173	0.024	0.434	54.17	0.412	0.452	136	141	-0.868794	0.092199
lcl|U00096.3_cds_AAC74439	HOST	0.44	0.16	0.4595	0.1972	0.209	-0.155	0.333	50.69	0.28	0.435	93	98	-0.540816	0.061224
lcl|U00096.3_cds_AAC74440	HOST	0.198	0.3663	0.2667	0.4021	0.194	0.132	0.5	60.89	0.613	0.522	124	134	-0.498508	0.08209
lcl|U00096.3_cds_AAC74441	HOST	0.3274	0.2965	0.3592	0.228	0.198	0.048	0.459	57.58	0.429	0.504	259	262	-0.584733	0.053435
lcl|U00096.3_cds_AAC74442	HOST	0.2926	0.3138	0.2169	0.4489	0.291	0.193	0.53	49.88	0.59	0.53	234	248	-0.47621	0.060484
lcl|U00096.3_cds_1349_[ge	HOST	0.32	0.208	0.4118	0.2969	0.314	0.18	0.531	49.03	0.4	0.478	160	166	-0.404217	0.060241
